timestamp,temp_air,wind_speed,total_clouds,low_clouds,mid_clouds,high_clouds,GFS_ghi,cs_ghi,cs_dni,cs_dhi,cn_ghi,cn_dni,cn_dhi
2021-10-28 00:00:00+02:00,10.488916015625023,5.35340518184319,53.400001525878906,0.0,0.0,49.900001525878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:01:00+02:00,10.48322618272573,5.353697933080975,53.24666817982992,0.0,0.0,49.75166818830702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:02:00+02:00,10.477536349826437,5.353993695224875,53.09333483378092,0.0,0.0,49.60333485073514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:03:00+02:00,10.471846516927087,5.354292467775937,52.940001487731934,0.0,0.0,49.455001513163246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:04:00+02:00,10.466156684027794,5.354594250230244,52.786668141682945,0.0,0.0,49.30666817559136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:05:00+02:00,10.460466851128501,5.354899042078913,52.63333479563395,0.0,0.0,49.15833483801948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:06:00+02:00,10.454777018229208,5.355206842808105,52.48000144958496,0.0,0.0,49.01000150044759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:07:00+02:00,10.449087185329859,5.355517651899026,52.32666810353597,0.0,0.0,48.8616681628757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:08:00+02:00,10.443397352430566,5.355831468827935,52.17333475748698,0.0,0.0,48.71333482530382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:09:00+02:00,10.437707519531273,5.356148293066142,52.02000141143799,0.0,0.0,48.565001487731934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:10:00+02:00,10.43201768663198,5.3564681240800205,51.866668065389,0.0,0.0,48.41666815016005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:11:00+02:00,10.426327853732687,5.3567909613310025,51.713334719340004,0.0,0.0,48.268334812588165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:12:00+02:00,10.420638020833337,5.357116804275592,51.560001373291016,0.0,0.0,48.120001475016274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:13:00+02:00,10.414948187934044,5.357445652365367,51.40666802724203,0.0,0.0,47.97166813744439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:14:00+02:00,10.409258355034751,5.35777750504698,51.25333468119303,0.0,0.0,47.823334799872505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:15:00+02:00,10.403568522135458,5.358112361762164,51.10000133514404,0.0,0.0,47.67500146230062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28 00:16:00+02:00,10.397878689236109,5.358450221947742,50.946667989095054,0.0,0.0,47.52666812472873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
